ODS,Year,Variable,Value
RAJ,2015,"Privacy, Dignity and Wellbeing",0.8759
RAJ,2015,Condition Appearance and Maintenance,0.7719
RAJ,2015,Dementia,0.7227
RAJ,2015,Disability,
RW1,2015,Cleanliness,0.9622
RW1,2015,Food,0.8339
RW1,2015,Organisation Food,
RW1,2015,Ward Food,
RW1,2015,"Privacy, Dignity and Wellbeing",0.8902
RW1,2015,Condition Appearance and Maintenance,0.8783
RW1,2015,Dementia,0.8523
RW1,2015,Disability,
RVY,2015,Cleanliness,0.9953
RVY,2015,Food,0.8545
RVY,2015,Organisation Food,
RVY,2015,Ward Food,
RVY,2015,"Privacy, Dignity and Wellbeing",0.8727
RVY,2015,Condition Appearance and Maintenance,0.9521
RVY,2015,Dementia,0.677
RVY,2015,Disability,
RJ7,2015,Cleanliness,0.9643
RJ7,2015,Food,0.821
RJ7,2015,Organisation Food,
RJ7,2015,Ward Food,
RJ7,2015,"Privacy, Dignity and Wellbeing",0.8347
RJ7,2015,Condition Appearance and Maintenance,0.8956
RJ7,2015,Dementia,0.7278
RJ7,2015,Disability,
RBN,2015,Cleanliness,1
RBN,2015,Food,0.9552
RBN,2015,Organisation Food,
RBN,2015,Ward Food,
RBN,2015,"Privacy, Dignity and Wellbeing",0.9824
RBN,2015,Condition Appearance and Maintenance,0.9778
RBN,2015,Dementia,0.8844
RBN,2015,Disability,
R1E,2015,Cleanliness,0.9953
R1E,2015,Food,0.8889
R1E,2015,Organisation Food,
R1E,2015,Ward Food,
R1E,2015,"Privacy, Dignity and Wellbeing",0.919
R1E,2015,Condition Appearance and Maintenance,0.9571
R1E,2015,Dementia,0.8097
R1E,2015,Disability,
RWJ,2015,Cleanliness,0.9413
RWJ,2015,Food,0.9235
RWJ,2015,Organisation Food,
RWJ,2015,Ward Food,
RWJ,2015,"Privacy, Dignity and Wellbeing",0.8355
RWJ,2015,Condition Appearance and Maintenance,0.8268
RWJ,2015,Dementia,0.6195
RWJ,2015,Disability,
RXX,2015,Cleanliness,0.9984
RXX,2015,Food,0.9215
RXX,2015,Organisation Food,
RXX,2015,Ward Food,
RXX,2015,"Privacy, Dignity and Wellbeing",0.9348
RXX,2015,Condition Appearance and Maintenance,0.9605
RXX,2015,Dementia,0.9379
RXX,2015,Disability,
RTP,2015,Cleanliness,0.9798
RTP,2015,Food,0.8556
RTP,2015,Organisation Food,
RTP,2015,Ward Food,
RTP,2015,"Privacy, Dignity and Wellbeing",0.7927
RTP,2015,Condition Appearance and Maintenance,0.8667
RTP,2015,Dementia,0.5618
RTP,2015,Disability,
RDR,2015,Cleanliness,0.9926
RDR,2015,Food,0.9658
RDR,2015,Organisation Food,
RDR,2015,Ward Food,
RDR,2015,"Privacy, Dignity and Wellbeing",0.8594
RDR,2015,Condition Appearance and Maintenance,0.89
RDR,2015,Dementia,0.6912
RDR,2015,Disability,
RX2,2015,Cleanliness,0.9832
RX2,2015,Food,0.9113
RX2,2015,Organisation Food,
RX2,2015,Ward Food,
RX2,2015,"Privacy, Dignity and Wellbeing",0.8789
RX2,2015,Condition Appearance and Maintenance,0.9089
RX2,2015,Dementia,0.8173
RX2,2015,Disability,
RMP,2015,Cleanliness,0.9571
RMP,2015,Food,0.8417
RMP,2015,Organisation Food,
RMP,2015,Ward Food,
RMP,2015,"Privacy, Dignity and Wellbeing",0.8629
RMP,2015,Condition Appearance and Maintenance,0.8984
RMP,2015,Dementia,0.7046
RMP,2015,Disability,
RBA,2015,Cleanliness,0.9539
RBA,2015,Food,0.9048
RBA,2015,Organisation Food,
RBA,2015,Ward Food,
RBA,2015,"Privacy, Dignity and Wellbeing",0.8166
RBA,2015,Condition Appearance and Maintenance,0.871
RBA,2015,Dementia,0.689
RBA,2015,Disability,
RX3,2015,Cleanliness,0.9911
RX3,2015,Food,0.9184
RX3,2015,Organisation Food,
RX3,2015,Ward Food,
RX3,2015,"Privacy, Dignity and Wellbeing",0.8908
RX3,2015,Condition Appearance and Maintenance,0.8951
RX3,2015,Dementia,0.8055
RX3,2015,Disability,
RBV,2015,Cleanliness,1
RBV,2015,Food,0.9658
RBV,2015,Organisation Food,
RBV,2015,Ward Food,
RBV,2015,"Privacy, Dignity and Wellbeing",0.9242
RBV,2015,Condition Appearance and Maintenance,0.9741
RBV,2015,Dementia,0.8633
RBV,2015,Disability,
RNA,2015,Cleanliness,0.9906
RNA,2015,Food,0.8608
RNA,2015,Organisation Food,
RNA,2015,Ward Food,
RNA,2015,"Privacy, Dignity and Wellbeing",0.8587
RNA,2015,Condition Appearance and Maintenance,0.9497
RNA,2015,Dementia,0.7413
RNA,2015,Disability,
RAS,2015,Cleanliness,0.9554
RAS,2015,Food,0.93
RAS,2015,Organisation Food,
RAS,2015,Ward Food,
RAS,2015,"Privacy, Dignity and Wellbeing",0.8343
RAS,2015,Condition Appearance and Maintenance,0.8116
RAS,2015,Dementia,0.6128
RAS,2015,Disability,
RJ2,2015,Cleanliness,0.958
RJ2,2015,Food,0.7771
RJ2,2015,Organisation Food,
RJ2,2015,Ward Food,
RJ2,2015,"Privacy, Dignity and Wellbeing",0.8093
RJ2,2015,Condition Appearance and Maintenance,0.8906
RJ2,2015,Dementia,0.7091
RJ2,2015,Disability,
RBT,2015,Cleanliness,0.9804
RBT,2015,Food,0.8667
RBT,2015,Organisation Food,
RBT,2015,Ward Food,
RBT,2015,"Privacy, Dignity and Wellbeing",0.9155
RBT,2015,Condition Appearance and Maintenance,0.9129
RBT,2015,Dementia,0.8353
RBT,2015,Disability,
RTD,2015,Cleanliness,0.995
RTD,2015,Food,0.9172
RTD,2015,Organisation Food,
RTD,2015,Ward Food,
RTD,2015,"Privacy, Dignity and Wellbeing",0.9258
RTD,2015,Condition Appearance and Maintenance,0.9423
RTD,2015,Dementia,0.5857
RTD,2015,Disability,
RQW,2015,Cleanliness,0.9553
RQW,2015,Food,0.8071
RQW,2015,Organisation Food,
RQW,2015,Ward Food,
RQW,2015,"Privacy, Dignity and Wellbeing",0.8012
RQW,2015,Condition Appearance and Maintenance,0.8588
RQW,2015,Dementia,0.7082
RQW,2015,Disability,
RCX,2015,Cleanliness,0.985
RCX,2015,Food,0.8738
RCX,2015,Organisation Food,
RCX,2015,Ward Food,
RCX,2015,"Privacy, Dignity and Wellbeing",0.7922
RCX,2015,Condition Appearance and Maintenance,0.8475
RCX,2015,Dementia,0.6998
RCX,2015,Disability,
RFR,2015,Cleanliness,0.9663
RFR,2015,Food,0.802
RFR,2015,Organisation Food,
RFR,2015,Ward Food,
RFR,2015,"Privacy, Dignity and Wellbeing",0.7601
RFR,2015,Condition Appearance and Maintenance,0.851
RFR,2015,Dementia,0.5972
RFR,2015,Disability,
RDZ,2015,Cleanliness,0.9454
RDZ,2015,Food,0.8707
RDZ,2015,Organisation Food,
RDZ,2015,Ward Food,
RDZ,2015,"Privacy, Dignity and Wellbeing",0.8555
RDZ,2015,Condition Appearance and Maintenance,0.8865
RDZ,2015,Dementia,0.7291
RDZ,2015,Disability,
RPY,2015,Cleanliness,0.9926
RPY,2015,Food,0.9831
RPY,2015,Organisation Food,
RPY,2015,Ward Food,
RPY,2015,"Privacy, Dignity and Wellbeing",0.8903
RPY,2015,Condition Appearance and Maintenance,0.964
RPY,2015,Dementia,0.721
RPY,2015,Disability,
RL4,2015,Cleanliness,0.9701
RL4,2015,Food,0.8829
RL4,2015,Organisation Food,
RL4,2015,Ward Food,
RL4,2015,"Privacy, Dignity and Wellbeing",0.8622
RL4,2015,Condition Appearance and Maintenance,0.9267
RL4,2015,Dementia,0.731
RL4,2015,Disability,
RKE,2015,Cleanliness,0.9767
RKE,2015,Food,0.8724
RKE,2015,Organisation Food,
RKE,2015,Ward Food,
RKE,2015,"Privacy, Dignity and Wellbeing",0.8839
RKE,2015,Condition Appearance and Maintenance,0.9047
RKE,2015,Dementia,0.763
RKE,2015,Disability,
RA9,2015,Cleanliness,0.9939
RA9,2015,Food,0.8895
RA9,2015,Organisation Food,
RA9,2015,Ward Food,
RA9,2015,"Privacy, Dignity and Wellbeing",0.8656
RA9,2015,Condition Appearance and Maintenance,0.9401
RA9,2015,Dementia,0.7833
RA9,2015,Disability,
RWD,2015,Cleanliness,0.9186
RWD,2015,Food,0.8163
RWD,2015,Organisation Food,
RWD,2015,Ward Food,
RWD,2015,"Privacy, Dignity and Wellbeing",0.8604
RWD,2015,Condition Appearance and Maintenance,0.8498
RWD,2015,Dementia,0.6823
RWD,2015,Disability,
RRV,2015,Cleanliness,0.9937
RRV,2015,Food,0.8713
RRV,2015,Organisation Food,
RRV,2015,Ward Food,
RRV,2015,"Privacy, Dignity and Wellbeing",0.9104
RRV,2015,Condition Appearance and Maintenance,0.9653
RRV,2015,Dementia,0.7319
RRV,2015,Disability,
RRK,2015,Cleanliness,0.9855
RRK,2015,Food,0.9439
RRK,2015,Organisation Food,
RRK,2015,Ward Food,
RRK,2015,"Privacy, Dignity and Wellbeing",0.9334
RRK,2015,Condition Appearance and Maintenance,0.9831
RRK,2015,Dementia,0.8444
RRK,2015,Disability,
RJE,2015,Cleanliness,0.9865
RJE,2015,Food,0.9095
RJE,2015,Organisation Food,
RJE,2015,Ward Food,
RJE,2015,"Privacy, Dignity and Wellbeing",0.8765
RJE,2015,Condition Appearance and Maintenance,0.9585
RJE,2015,Dementia,0.8695
RJE,2015,Disability,
RM2,2015,Cleanliness,0.9649
RM2,2015,Food,0.8864
RM2,2015,Organisation Food,
RM2,2015,Ward Food,
RM2,2015,"Privacy, Dignity and Wellbeing",0.9129
RM2,2015,Condition Appearance and Maintenance,0.8931
RM2,2015,Dementia,0.8554
RM2,2015,Disability,
RHM,2015,Cleanliness,0.9615
RHM,2015,Food,0.8598
RHM,2015,Organisation Food,
RHM,2015,Ward Food,
RHM,2015,"Privacy, Dignity and Wellbeing",0.7813
RHM,2015,Condition Appearance and Maintenance,0.8855
RHM,2015,Dementia,0.6942
RHM,2015,Disability,
RA7,2015,Cleanliness,0.9891
RA7,2015,Food,0.9666
RA7,2015,Organisation Food,
RA7,2015,Ward Food,
RA7,2015,"Privacy, Dignity and Wellbeing",0.9736
RA7,2015,Condition Appearance and Maintenance,0.9133
RA7,2015,Dementia,0.9389
RA7,2015,Disability,
RKB,2015,Cleanliness,1
RKB,2015,Food,0.9464
RKB,2015,Organisation Food,
RKB,2015,Ward Food,
RKB,2015,"Privacy, Dignity and Wellbeing",0.944
RKB,2015,Condition Appearance and Maintenance,0.9732
RKB,2015,Dementia,0.8966
RKB,2015,Disability,
RWE,2015,Cleanliness,0.9374
RWE,2015,Food,0.7701
RWE,2015,Organisation Food,
RWE,2015,Ward Food,
RWE,2015,"Privacy, Dignity and Wellbeing",0.8365
RWE,2015,Condition Appearance and Maintenance,0.789
RWE,2015,Dementia,0.671
RWE,2015,Disability,
RTX,2015,Cleanliness,0.9624
RTX,2015,Food,0.8674
RTX,2015,Organisation Food,
RTX,2015,Ward Food,
RTX,2015,"Privacy, Dignity and Wellbeing",0.8243
RTX,2015,Condition Appearance and Maintenance,0.8661
RTX,2015,Dementia,0.8177
RTX,2015,Disability,
RBK,2015,Cleanliness,0.989
RBK,2015,Food,0.8983
RBK,2015,Organisation Food,
RBK,2015,Ward Food,
RBK,2015,"Privacy, Dignity and Wellbeing",0.9134
RBK,2015,Condition Appearance and Maintenance,0.94
RBK,2015,Dementia,0.7174
RBK,2015,Disability,
RET,2015,Cleanliness,0.9993
RET,2015,Food,0.9844
RET,2015,Organisation Food,
RET,2015,Ward Food,
RET,2015,"Privacy, Dignity and Wellbeing",0.9711
RET,2015,Condition Appearance and Maintenance,0.9871
RET,2015,Dementia,0.9505
RET,2015,Disability,
RWW,2015,Cleanliness,0.9928
RWW,2015,Food,0.8763
RWW,2015,Organisation Food,
RWW,2015,Ward Food,
RWW,2015,"Privacy, Dignity and Wellbeing",0.8305
RWW,2015,Condition Appearance and Maintenance,0.8997
RWW,2015,Dementia,0.6341
RWW,2015,Disability,
RWG,2015,Cleanliness,0.9402
RWG,2015,Food,0.8053
RWG,2015,Organisation Food,
RWG,2015,Ward Food,
RWG,2015,"Privacy, Dignity and Wellbeing",0.7771
RWG,2015,Condition Appearance and Maintenance,0.8354
RWG,2015,Dementia,0.6094
RWG,2015,Disability,
RKL,2015,Cleanliness,0.8681
RKL,2015,Food,0.7423
RKL,2015,Organisation Food,
RKL,2015,Ward Food,
RKL,2015,"Privacy, Dignity and Wellbeing",0.8535
RKL,2015,Condition Appearance and Maintenance,0.7522
RKL,2015,Dementia,0.8162
RKL,2015,Disability,
RGR,2015,Cleanliness,0.9949
RGR,2015,Food,0.8478
RGR,2015,Organisation Food,
RGR,2015,Ward Food,
RGR,2015,"Privacy, Dignity and Wellbeing",0.7989
RGR,2015,Condition Appearance and Maintenance,0.8477
RGR,2015,Dementia,0.6506
RGR,2015,Disability,
RYR,2015,Cleanliness,0.9971
RYR,2015,Food,0.8987
RYR,2015,Organisation Food,
RYR,2015,Ward Food,
RYR,2015,"Privacy, Dignity and Wellbeing",0.8388
RYR,2015,Condition Appearance and Maintenance,0.9305
RYR,2015,Dementia,0.6964
RYR,2015,Disability,
RA3,2015,Cleanliness,0.9855
RA3,2015,Food,0.9256
RA3,2015,Organisation Food,
RA3,2015,Ward Food,
RA3,2015,"Privacy, Dignity and Wellbeing",0.8982
RA3,2015,Condition Appearance and Maintenance,0.9446
RA3,2015,Dementia,0.8131
RA3,2015,Disability,
RBL,2015,Cleanliness,0.9945
RBL,2015,Food,0.9012
RBL,2015,Organisation Food,
RBL,2015,Ward Food,
RBL,2015,"Privacy, Dignity and Wellbeing",0.8404
RBL,2015,Condition Appearance and Maintenance,0.9384
RBL,2015,Dementia,0.6751
RBL,2015,Disability,
RWP,2015,Cleanliness,0.9794
RWP,2015,Food,0.8774
RWP,2015,Organisation Food,
RWP,2015,Ward Food,
RWP,2015,"Privacy, Dignity and Wellbeing",0.8548
RWP,2015,Condition Appearance and Maintenance,0.8962
RWP,2015,Dementia,0.6776
RWP,2015,Disability,
R1A,2015,Cleanliness,0.9975
R1A,2015,Food,0.9478
R1A,2015,Organisation Food,
R1A,2015,Ward Food,
R1A,2015,"Privacy, Dignity and Wellbeing",0.8405
R1A,2015,Condition Appearance and Maintenance,0.8812
R1A,2015,Dementia,0.706
R1A,2015,Disability,
RRF,2015,Cleanliness,1
RRF,2015,Food,0.9687
RRF,2015,Organisation Food,
RRF,2015,Ward Food,
RRF,2015,"Privacy, Dignity and Wellbeing",0.9344
RRF,2015,Condition Appearance and Maintenance,0.9956
RRF,2015,Dementia,0.9155
RRF,2015,Disability,
RLQ,2015,Cleanliness,0.9635
RLQ,2015,Food,0.8716
RLQ,2015,Organisation Food,
RLQ,2015,Ward Food,
RLQ,2015,"Privacy, Dignity and Wellbeing",0.8121
RLQ,2015,Condition Appearance and Maintenance,0.9053
RLQ,2015,Dementia,0.7427
RLQ,2015,Disability,
RA4,2015,Cleanliness,0.9312
RA4,2015,Food,0.6662
RA4,2015,Organisation Food,
RA4,2015,Ward Food,
RA4,2015,"Privacy, Dignity and Wellbeing",0.8047
RA4,2015,Condition Appearance and Maintenance,0.8549
RA4,2015,Dementia,0.4231
RA4,2015,Disability,
RCB,2015,Cleanliness,0.9945
RCB,2015,Food,0.8454
RCB,2015,Organisation Food,
RCB,2015,Ward Food,
RCB,2015,"Privacy, Dignity and Wellbeing",0.8243
RCB,2015,Condition Appearance and Maintenance,0.9239
RCB,2015,Dementia,0.6189
RCB,2015,Disability,
RTQ,2016,Cleanliness,0.9954
RTQ,2016,Food,0.9085
RTQ,2016,Organisation Food,0.9034
RTQ,2016,Ward Food,0.9065
RTQ,2016,"Privacy, Dignity and Wellbeing",0.9563
RTQ,2016,Condition Appearance and Maintenance,0.9762
RTQ,2016,Dementia,0.9543
RTQ,2016,Disability,0.9104
RTV,2016,Cleanliness,0.9844
RTV,2016,Food,0.9487
RTV,2016,Organisation Food,0.9322
RTV,2016,Ward Food,0.9616
RTV,2016,"Privacy, Dignity and Wellbeing",0.8114
RTV,2016,Condition Appearance and Maintenance,0.9357
RTV,2016,Dementia,0.8325
RTV,2016,Disability,0.8026
REM,2016,Cleanliness,0.9958
REM,2016,Food,0.7845
REM,2016,Organisation Food,0.8293
REM,2016,Ward Food,0.7723
REM,2016,"Privacy, Dignity and Wellbeing",0.8916
REM,2016,Condition Appearance and Maintenance,0.9569
REM,2016,Dementia,0.8066
REM,2016,Disability,0.9172
RCF,2016,Cleanliness,0.9559
RCF,2016,Food,0.87
RCF,2016,Organisation Food,0.8826
RCF,2016,Ward Food,0.8654
RCF,2016,"Privacy, Dignity and Wellbeing",0.7407
RCF,2016,Condition Appearance and Maintenance,0.877
RCF,2016,Dementia,0.6522
RCF,2016,Disability,0.6863
RBS,2016,Cleanliness,0.9404
RBS,2016,Food,0.8936
RBS,2016,Organisation Food,0.8334
RBS,2016,Ward Food,0.9341
RBS,2016,"Privacy, Dignity and Wellbeing",0.8477
RBS,2016,Condition Appearance and Maintenance,0.8772
RBS,2016,Dementia,
RBS,2016,Disability,0.7831
RTK,2016,Cleanliness,0.9961
RTK,2016,Food,0.9533
RTK,2016,Organisation Food,0.8743
RTK,2016,Ward Food,0.9802
RTK,2016,"Privacy, Dignity and Wellbeing",0.8944
RTK,2016,Condition Appearance and Maintenance,0.9288
RTK,2016,Dementia,0.7833
RTK,2016,Disability,0.8101
RVN,2016,Cleanliness,0.9931
RVN,2016,Food,0.8755
RVN,2016,Organisation Food,0.8932
RVN,2016,Ward Food,0.8617
RVN,2016,"Privacy, Dignity and Wellbeing",0.9016
RVN,2016,Condition Appearance and Maintenance,0.9744
RVN,2016,Dementia,0.8544
RVN,2016,Disability,0.8459
RF4,2016,Cleanliness,0.9241
RF4,2016,Food,0.8377
RF4,2016,Organisation Food,0.7413
RF4,2016,Ward Food,0.8628
RF4,2016,"Privacy, Dignity and Wellbeing",0.6483
RF4,2016,Condition Appearance and Maintenance,0.8706
RF4,2016,Dementia,0.6657
RF4,2016,Disability,0.7213
RRP,2016,Cleanliness,0.992
RRP,2016,Food,0.928
RRP,2016,Organisation Food,0.9174
RRP,2016,Ward Food,0.9312
RRP,2016,"Privacy, Dignity and Wellbeing",0.8571
RRP,2016,Condition Appearance and Maintenance,0.9631
RRP,2016,Dementia,0.8734
RRP,2016,Disability,0.8322
RFF,2016,Cleanliness,0.9963
RFF,2016,Food,0.9035
RFF,2016,Organisation Food,0.8785
RFF,2016,Ward Food,0.9083
RFF,2016,"Privacy, Dignity and Wellbeing",0.8707
RFF,2016,Condition Appearance and Maintenance,0.9723
RFF,2016,Dementia,0.8182
RFF,2016,Disability,0.8455
R1H,2016,Cleanliness,0.9972
R1H,2016,Food,0.842
R1H,2016,Organisation Food,0.887
R1H,2016,Ward Food,0.8368
R1H,2016,"Privacy, Dignity and Wellbeing",0.7573
R1H,2016,Condition Appearance and Maintenance,0.9602
R1H,2016,Dementia,0.6439
R1H,2016,Disability,0.6883
RDD,2016,Cleanliness,0.9994
RDD,2016,Food,0.9276
RDD,2016,Organisation Food,0.9172
RDD,2016,Ward Food,0.9323
RDD,2016,"Privacy, Dignity and Wellbeing",0.9144
RDD,2016,Condition Appearance and Maintenance,0.9959
RDD,2016,Dementia,0.9368
RDD,2016,Disability,0.9435
RC1,2016,Cleanliness,0.9991
RC1,2016,Food,0.9644
RC1,2016,Organisation Food,0.8981
RC1,2016,Ward Food,0.9763
RC1,2016,"Privacy, Dignity and Wellbeing",0.862
RC1,2016,Condition Appearance and Maintenance,0.9844
RC1,2016,Dementia,0.8721
RC1,2016,Disability,0.8627
RWX,2016,Cleanliness,0.9895
RWX,2016,Food,0.9549
RWX,2016,Organisation Food,0.9396
RWX,2016,Ward Food,0.9681
RWX,2016,"Privacy, Dignity and Wellbeing",0.9805
RWX,2016,Condition Appearance and Maintenance,0.9864
RWX,2016,Dementia,0.9858
RWX,2016,Disability,0.9719
RXT,2016,Cleanliness,0.996
RXT,2016,Food,0.9687
RXT,2016,Organisation Food,0.959
RXT,2016,Ward Food,0.9813
RXT,2016,"Privacy, Dignity and Wellbeing",0.939
RXT,2016,Condition Appearance and Maintenance,0.9669
RXT,2016,Dementia,0.8483
RXT,2016,Disability,0.8901
RQ3,2016,Cleanliness,0.9951
RQ3,2016,Food,0.8868
RQ3,2016,Organisation Food,0.8238
RQ3,2016,Ward Food,0.9109
RQ3,2016,"Privacy, Dignity and Wellbeing",0.9142
RQ3,2016,Condition Appearance and Maintenance,0.9773
RQ3,2016,Dementia,0.8333
RQ3,2016,Disability,0.9294
RYW,2016,Cleanliness,0.9979
RYW,2016,Food,0.8064
RYW,2016,Organisation Food,0.8411
RYW,2016,Ward Food,0.7829
RYW,2016,"Privacy, Dignity and Wellbeing",0.7625
RYW,2016,Condition Appearance and Maintenance,0.9391
RYW,2016,Dementia,0.7978
RYW,2016,Disability,0.8287
RLU,2016,Cleanliness,0.9976
RLU,2016,Food,0.936
RLU,2016,Organisation Food,0.8153
RLU,2016,Ward Food,0.9766
RLU,2016,"Privacy, Dignity and Wellbeing",0.9093
RLU,2016,Condition Appearance and Maintenance,0.963
RLU,2016,Dementia,0.8074
RLU,2016,Disability,0.7812
RXL,2016,Cleanliness,0.9935
RXL,2016,Food,0.9365
RXL,2016,Organisation Food,0.8934
RXL,2016,Ward Food,0.9467
RXL,2016,"Privacy, Dignity and Wellbeing",0.9001
RXL,2016,Condition Appearance and Maintenance,0.9653
RXL,2016,Dementia,0.6931
RXL,2016,Disability,0.776
RMC,2016,Cleanliness,0.9946
RMC,2016,Food,0.9307
RMC,2016,Organisation Food,0.9547
RMC,2016,Ward Food,0.9306
RMC,2016,"Privacy, Dignity and Wellbeing",0.8412
RMC,2016,Condition Appearance and Maintenance,0.9728
RMC,2016,Dementia,0.8206
RMC,2016,Disability,0.8798
RAE,2016,Cleanliness,0.9814
RAE,2016,Food,0.7888
RAE,2016,Organisation Food,0.8802
RAE,2016,Ward Food,0.7746
RAE,2016,"Privacy, Dignity and Wellbeing",0.778
RAE,2016,Condition Appearance and Maintenance,0.8743
RAE,2016,Dementia,0.6447
RAE,2016,Disability,0.653
RY2,2016,Cleanliness,0.9505
RY2,2016,Food,0.8119
RY2,2016,Organisation Food,0.7296
RY2,2016,Ward Food,0.8848
RY2,2016,"Privacy, Dignity and Wellbeing",0.9167
RY2,2016,Condition Appearance and Maintenance,0.9231
RY2,2016,Dementia,0.8115
RY2,2016,Disability,0.8047
RXH,2016,Cleanliness,0.9771
RXH,2016,Food,0.8746
RXH,2016,Organisation Food,0.9282
RXH,2016,Ward Food,0.853
RXH,2016,"Privacy, Dignity and Wellbeing",0.7868
RXH,2016,Condition Appearance and Maintenance,0.8537
RXH,2016,Dementia,0.5807
RXH,2016,Disability,0.6723
RXQ,2016,Cleanliness,0.9765
RXQ,2016,Food,0.913
RXQ,2016,Organisation Food,0.9244
RXQ,2016,Ward Food,0.9097
RXQ,2016,"Privacy, Dignity and Wellbeing",0.7182
RXQ,2016,Condition Appearance and Maintenance,0.8951
RXQ,2016,Dementia,0.5715
RXQ,2016,Disability,0.6699
RJF,2016,Cleanliness,0.9791
RJF,2016,Food,0.8062
RJF,2016,Organisation Food,0.8036
RJF,2016,Ward Food,0.8079
RJF,2016,"Privacy, Dignity and Wellbeing",0.7946
RJF,2016,Condition Appearance and Maintenance,0.8741
RJF,2016,Dementia,0.7245
RJF,2016,Disability,0.744
RWY,2016,Cleanliness,0.9936
RWY,2016,Food,0.9095
RWY,2016,Organisation Food,0.9179
RWY,2016,Ward Food,0.9074
RWY,2016,"Privacy, Dignity and Wellbeing",0.8961
RWY,2016,Condition Appearance and Maintenance,0.9529
RWY,2016,Dementia,0.8001
RWY,2016,Disability,0.8546
RJX,2016,Cleanliness,0.9923
RJX,2016,Food,0.9556
RJX,2016,Organisation Food,0.864
RJX,2016,Ward Food,0.976
RJX,2016,"Privacy, Dignity and Wellbeing",0.9593
RJX,2016,Condition Appearance and Maintenance,0.9811
RJX,2016,Dementia,
RJX,2016,Disability,0.9601
RGT,2016,Cleanliness,0.9833
RGT,2016,Food,0.788
RGT,2016,Organisation Food,0.7791
RGT,2016,Ward Food,0.7899
RGT,2016,"Privacy, Dignity and Wellbeing",0.8711
RGT,2016,Condition Appearance and Maintenance,0.9298
RGT,2016,Dementia,0.8125
RGT,2016,Disability,0.8416
RT1,2016,Cleanliness,0.9968
RT1,2016,Food,0.894
RT1,2016,Organisation Food,0.8532
RT1,2016,Ward Food,0.93
RT1,2016,"Privacy, Dignity and Wellbeing",0.875
RT1,2016,Condition Appearance and Maintenance,0.9577
RT1,2016,Dementia,0.8522
RT1,2016,Disability,0.8676
RYV,2016,Cleanliness,0.9706
RYV,2016,Food,0.8387
RYV,2016,Organisation Food,0.9028
RYV,2016,Ward Food,0.773
RYV,2016,"Privacy, Dignity and Wellbeing",0.9103
